,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,Original_Price,Discount,On_Road_Price
3594,MARUTISWIFT DZIRE,MARUTI,Bangalore,2014,98003,1,Diesel,644000,626199,47750,578449
3595,RENAULTKWID,RENAULT,Bangalore,2016,40056,1,Petrol,280000,349899,14900,334999
3596,MARUTIALTO,MARUTI,Bangalore,2012,30473,1,Petrol,362000,279599,0,279599
3597,MARUTISWIFT,MARUTI,Bangalore,2015,46418,2,Petrol,362000,497199,0,497199
3598,TOYOTAETIOS LIVA,TOYOTA,Bangalore,2011,97157,1,Petrol,507000,376799,28300,348499
3599,MARUTISWIFT DZIRE,MARUTI,Bangalore,2014,76864,1,Petrol,362000,529399,0,529399
3600,MARUTICELERIO,MARUTI,Bangalore,2019,25790,2,Petrol,734000,503999,11000,492999
3601,MARUTIEECO,MARUTI,Bangalore,2017,40904,2,Petrol,338000,450299,8800,441499
3602,MARUTISWIFT,MARUTI,Bangalore,2017,31487,1,Petrol,338000,632199,44600,587599
3603,MARUTISWIFT,MARUTI,Bangalore,2017,29087,1,Petrol,338000,660899,18700,642199
3604,MARUTISWIFT,MARUTI,Bangalore,2013,54674,1,Diesel,362000,530599,8900,521699
3605,MARUTIVITARA BREZZA,MARUTI,Bangalore,2016,54883,1,Diesel,1040000,810199,0,810199
3606,TATANEXON,TATA,Bangalore,2021,19605,1,Petrol,715000,1013599,49700,963899
3607,HYUNDAIXCENT,HYUNDAI,Bangalore,2015,70508,2,Diesel,362000,434499,0,434499
3608,MARUTIVITARA BREZZA,MARUTI,Bangalore,2019,94043,1,Diesel,507000,958599,119300,839299
3609,DATSUNREDI GO,DATSUN,Bangalore,2017,56498,1,Petrol,507000,300199,28300,271899
3610,HYUNDAII20,HYUNDAI,Bangalore,2010,99249,2,Petrol,507000,317599,0,317599
3611,HYUNDAIELITE I20,HYUNDAI,Bangalore,2017,99428,1,Petrol,507000,666299,46100,620199
3612,MARUTIBALENO,MARUTI,Bangalore,2018,25695,1,Petrol,740000,698299,33700,664599
3613,MARUTIBALENO,MARUTI,Bangalore,2018,67067,1,Petrol,507000,611799,15200,596599
3614,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,90143,2,Diesel,280000,394599,5000,389599
3615,HYUNDAII10,HYUNDAI,Bangalore,2011,50513,2,Petrol,144000,308499,0,308499
3616,RENAULTKIGER,RENAULT,Bangalore,2021,16112,1,Petrol,507000,1078799,0,1078799
3617,MARUTIVITARA BREZZA,MARUTI,Bangalore,2021,11809,1,Petrol,715000,999799,0,999799
3618,TATAHEXA,TATA,Bangalore,2017,84274,1,Diesel,715000,917899,0,917899
3619,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,48021,2,Petrol,362000,487599,0,487599
3620,MARUTIALTO 800,MARUTI,Bangalore,2014,55695,1,Petrol,362000,282999,0,282999
3621,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2021,28441,1,Petrol,507000,548999,0,548999
3622,KIASELTOS,KIA,Bangalore,2020,44152,1,Diesel,507000,1882699,0,1882699
3623,FORDECOSPORT,FORD,Bangalore,2016,73304,1,Petrol,204000,847999,0,847999
3624,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2021,12759,1,Petrol,507000,646599,0,646599
3625,HYUNDAIVERNA,HYUNDAI,Bangalore,2020,20331,2,Diesel,715000,1133099,0,1133099
3626,RENAULTKWID,RENAULT,Hyderabad,2021,25223,2,Petrol,468000,439799,9300,430499
3627,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,11662,2,Petrol,1215,496599,47000,449599
3628,MARUTIALTO 800,MARUTI,Hyderabad,2013,13710,1,Petrol,181000,250999,0,250999
3629,MARUTISWIFT,MARUTI,Hyderabad,2021,82666,1,Petrol,715000,694699,29700,664999
3630,HYUNDAII10,HYUNDAI,Hyderabad,2012,52158,1,Petrol,72000,303099,6600,296499
3631,MARUTIALTO 800,MARUTI,Hyderabad,2013,32345,2,Petrol,140000,270799,6400,264399
3632,MARUTISWIFT,MARUTI,Hyderabad,2017,11544,1,Petrol,370000,596699,15500,581199
3633,MARUTISWIFT,MARUTI,Hyderabad,2020,10056,2,Petrol,849000,702299,56600,645699
3634,HYUNDAII10,HYUNDAI,Hyderabad,2011,80045,1,Petrol,72000,293299,0,293299
3635,MARUTISWIFT,MARUTI,Hyderabad,2022,25341,1,Petrol,715000,925399,18000,907399
3636,MARUTISWIFT,MARUTI,Hyderabad,2020,56150,2,Petrol,507000,663099,32800,630299
3637,MARUTIALTO 800,MARUTI,Hyderabad,2014,33431,1,Petrol,140000,283099,5000,278099
3638,RENAULTKWID,RENAULT,Hyderabad,2019,39109,1,Petrol,468000,380499,18450,362049
3639,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2019,17054,1,Petrol,474000,600499,15000,585499
3640,NISSANMAGNITE,NISSAN,Hyderabad,2021,8857,1,Petrol,474000,1022199,0,1022199
3641,RENAULTKWID,RENAULT,Hyderabad,2019,11227,1,Petrol,468000,395599,0,395599
3642,HYUNDAII10,HYUNDAI,Hyderabad,2012,72233,3,Petrol,181000,393599,12700,380899
3643,HYUNDAII10,HYUNDAI,Hyderabad,2012,72561,1,Petrol,181000,377699,0,377699
3644,MARUTIALTO 800,MARUTI,Hyderabad,2012,37784,2,Petrol,140000,254899,0,254899
3645,HYUNDAII10,HYUNDAI,Hyderabad,2012,46988,2,Petrol,181000,392699,5000,387699
3646,MARUTICELERIO,MARUTI,Hyderabad,2017,78507,2,Petrol,507000,439399,9700,429699
3647,MARUTISWIFT,MARUTI,Hyderabad,2019,38989,2,Petrol,507000,696299,8400,687899
3648,HYUNDAII10,HYUNDAI,Hyderabad,2012,68072,2,Petrol,181000,387399,15900,371499
3649,MARUTISWIFT,MARUTI,Hyderabad,2015,89068,2,Diesel,102000,539099,13500,525599
3650,MARUTISWIFT,MARUTI,Hyderabad,2021,45332,1,Petrol,507000,714799,11800,702999
3651,HYUNDAII10,HYUNDAI,Hyderabad,2012,54545,2,Petrol,181000,390699,0,390699
3652,MARUTIALTO 800,MARUTI,Hyderabad,2014,62787,1,Petrol,140000,256699,7900,248799
3653,MARUTIERTIGA,MARUTI,Hyderabad,2019,78779,2,Petrol,715000,869899,0,869899
3654,MARUTIALTO,MARUTI,Hyderabad,2012,41338,2,Petrol,181000,215199,0,215199
3655,TATATIGOR,TATA,Hyderabad,2021,16667,1,Petrol,507000,804399,67100,737299
3656,MARUTISWIFT,MARUTI,Hyderabad,2014,54514,3,Petrol,181000,455999,8150,447849
3657,HYUNDAICRETA,HYUNDAI,Hyderabad,2016,60076,1,Diesel,3727,1107099,0,1107099
3658,MARUTIALTO 800,MARUTI,Hyderabad,2013,50657,1,Petrol,140000,276799,5000,271799
3659,RENAULTKWID,RENAULT,Hyderabad,2019,12980,1,Petrol,474000,461499,5000,456499
3660,RENAULTKWID,RENAULT,Hyderabad,2016,29404,2,Petrol,181000,334399,5000,329399
3661,MARUTIALTO 800,MARUTI,Hyderabad,2013,45364,1,Petrol,140000,263899,5000,258899
3662,MARUTIALTO 800,MARUTI,Hyderabad,2015,69091,1,Petrol,140000,279699,11200,268499
3663,HYUNDAII10,HYUNDAI,Hyderabad,2013,66011,2,Petrol,181000,410099,14400,395699
3664,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2015,95976,1,Diesel,322000,588199,0,588199
3665,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2011,26093,1,Petrol,72000,299299,5000,294299
3666,MARUTISWIFT,MARUTI,Hyderabad,2014,43673,1,Petrol,181000,535499,10200,525299
3667,MARUTIALTO 800,MARUTI,Hyderabad,2014,76417,2,Petrol,140000,276499,5000,271499
3668,MARUTISWIFT,MARUTI,Hyderabad,2021,23957,1,Petrol,715000,879199,15800,863399
3669,MARUTIERTIGA,MARUTI,Hyderabad,2013,98340,1,Diesel,102000,668499,0,668499
3670,MARUTISWIFT,MARUTI,Hyderabad,2021,43785,1,Petrol,507000,714599,0,714599
3671,RENAULTKWID,RENAULT,Hyderabad,2019,74113,1,Petrol,507000,423899,0,423899
3672,RENAULTKWID,RENAULT,Hyderabad,2018,52311,2,Petrol,507000,404399,0,404399
3673,MARUTIALTO K10,MARUTI,Hyderabad,2013,45378,2,Petrol,181000,249399,0,249399
3674,HYUNDAIEON,HYUNDAI,Hyderabad,2014,21798,1,Petrol,181000,292799,0,292799
3675,HYUNDAII10,HYUNDAI,Hyderabad,2015,54886,2,Petrol,181000,394999,0,394999
3676,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2017,72884,2,Diesel,315000,671999,0,671999
3677,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2019,61933,1,Diesel,507000,711399,37500,673899
3678,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,36457,1,Petrol,181000,485199,0,485199
3679,MARUTIALTO 800,MARUTI,Hyderabad,2015,70844,2,Petrol,1093,283799,5000,278799
3680,TOYOTACOROLLA ALTIS,TOYOTA,Hyderabad,2009,95781,2,Petrol,507000,558599,54300,504299
3681,MARUTICELERIO,MARUTI,Hyderabad,2018,89184,2,Petrol,507000,459699,0,459699
3682,HYUNDAIVERNA,HYUNDAI,Hyderabad,2016,80439,1,Diesel,102000,700099,5900,694199
3683,HYUNDAII10,HYUNDAI,Hyderabad,2012,59783,1,Petrol,181000,340499,0,340499
3684,MARUTIS PRESSO,MARUTI,Hyderabad,2020,76270,1,Petrol,507000,456399,66400,389999
3685,MARUTICELERIO,MARUTI,Hyderabad,2017,79144,1,Petrol,507000,474199,0,474199
3686,RENAULTKWID,RENAULT,Hyderabad,2022,9107,1,Petrol,367000,531399,0,531399
3687,DATSUNREDI GO,DATSUN,Hyderabad,2021,2188,1,Petrol,367000,511299,0,511299
3688,MARUTICELERIO,MARUTI,Hyderabad,2017,87848,1,Petrol,102000,465799,10900,454899
3689,HYUNDAII20,HYUNDAI,Hyderabad,2011,93085,3,Petrol,507000,379199,5000,374199
3690,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,13329,1,Petrol + CNG,367000,566199,0,566199
3691,MARUTISWIFT DZIRE,MARUTI,Hyderabad,2014,64987,1,Diesel,520000,597499,0,597499
3692,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,73151,2,Petrol,315000,538199,0,538199
3693,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,52505,1,Petrol,181000,406799,7100,399699
3694,HYUNDAIEON,HYUNDAI,Hyderabad,2014,49272,2,Petrol,181000,292299,0,292299
3695,HONDABRIO,HONDA,Hyderabad,2012,73928,2,Petrol,181000,379499,5000,374499
3696,RENAULTKWID,RENAULT,Hyderabad,2020,19499,2,Petrol,367000,481899,0,481899
3697,MARUTICELERIO,MARUTI,Hyderabad,2015,38512,1,Petrol,181000,400699,0,400699
3698,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2019,35364,1,Diesel,715000,920099,5000,915099
3699,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,44014,2,Petrol,507000,423799,19000,404799
3700,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2015,45821,3,Petrol,181000,406799,0,406799
3701,HONDAAMAZE,HONDA,Hyderabad,2016,99890,1,Petrol,102000,472099,0,472099
3702,MARUTICELERIO,MARUTI,Hyderabad,2018,35557,2,Petrol,169000,500299,0,500299
3703,MARUTINEW  WAGON-R,MARUTI,Hyderabad,2021,31677,1,Petrol,507000,637299,0,637299
3704,KIASELTOS,KIA,Hyderabad,2020,40141,1,Petrol,715000,1095999,0,1095999
3705,HONDABRIO,HONDA,Hyderabad,2012,66606,1,Petrol,181000,377499,0,377499
3706,HYUNDAIGRAND I10 NIOS,HYUNDAI,Hyderabad,2021,15480,1,Petrol,507000,762799,0,762799
3707,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,75612,1,Petrol,181000,483899,5100,478799
3708,HONDACITY,HONDA,Hyderabad,2012,72093,1,Petrol,181000,495399,0,495399
3709,MARUTISWIFT,MARUTI,Hyderabad,2017,68401,1,Petrol,507000,647499,30500,616999
3710,HYUNDAII10,HYUNDAI,Hyderabad,2016,455601,1,Petrol,181000,430899,0,430899
3711,HYUNDAII10,HYUNDAI,Hyderabad,2014,87581,1,Petrol,520000,387899,0,387899
3712,MARUTICELERIO,MARUTI,Hyderabad,2018,30639,1,Petrol,169000,487799,0,487799
3713,FORDECOSPORT,FORD,Hyderabad,2014,74864,2,Diesel,181000,604899,0,604899
3714,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2018,5386,2,Petrol,169000,527999,12400,515599
3715,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,86280,2,Diesel,715000,653499,14000,639499
3716,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2016,46033,3,Petrol,181000,614199,11000,603199
3717,HONDACITY,HONDA,Hyderabad,2015,42350,2,Petrol,181000,694999,0,694999
3718,RENAULTKWID,RENAULT,Hyderabad,2018,43476,1,Petrol,169000,410799,0,410799
3719,KIASELTOS,KIA,Hyderabad,2020,57851,1,Diesel,715000,1460599,159850,1300749
3720,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2018,46262,2,Petrol,507000,547499,26100,521399
3721,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,19248,1,Petrol,367000,503099,31300,471799
3722,DATSUNREDI GO,DATSUN,Hyderabad,2017,97419,2,Petrol,507000,298899,0,298899
3723,MARUTICIAZ,MARUTI,Hyderabad,2016,87383,1,Petrol,102000,683199,0,683199
3724,HONDABRIO,HONDA,Hyderabad,2013,74046,2,Petrol,181000,380099,0,380099
3725,MARUTIALTO 800,MARUTI,Hyderabad,2018,14511,3,Petrol,169000,347699,20000,327699
3726,MARUTISWIFT,MARUTI,Hyderabad,2018,80289,1,Petrol,507000,688499,11800,676699
3727,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,57315,1,Petrol,181000,471599,23500,448099
3728,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2013,34623,1,Petrol,181000,433599,5000,428599
3729,MARUTIALTO 800,MARUTI,Hyderabad,2018,97360,1,Petrol,507000,322649,25350,297299
3730,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2020,38527,2,Petrol,507000,608399,28900,579499
3731,HYUNDAII10,HYUNDAI,Hyderabad,2013,95941,1,Petrol,322000,378999,0,378999
3732,KIASELTOS,KIA,Hyderabad,2020,26776,1,Petrol,715000,1444399,149200,1295199
3733,MARUTICIAZ,MARUTI,Hyderabad,2017,75329,2,Petrol,507000,677599,74500,603099
3734,HYUNDAIEON,HYUNDAI,Hyderabad,2015,76784,2,Petrol,102000,309699,15000,294699
3735,HYUNDAICRETA,HYUNDAI,Hyderabad,2021,18959,1,Diesel,474000,1735399,45900,1689499
3736,MARUTICELERIO,MARUTI,Hyderabad,2020,18152,1,Petrol,367000,542799,0,542799
3737,HONDACITY,HONDA,Hyderabad,2022,9354,1,Petrol,474000,1224599,37900,1186699
3738,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2013,46906,2,Diesel,181000,428699,5000,423699
3739,KIASELTOS,KIA,Hyderabad,2021,45344,1,Diesel,715000,1433399,66800,1366599
3740,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,12062,1,Petrol,181000,529099,23600,505499
3741,HYUNDAII10,HYUNDAI,Hyderabad,2013,85859,2,Petrol,520000,375899,0,375899
3742,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2019,27362,2,Petrol,367000,671399,0,671399
3743,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,91280,1,Petrol,715000,599299,0,599299
3744,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,53878,1,Petrol,315000,433399,20600,412799
3745,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,61985,1,Petrol,315000,607699,5000,602699
3746,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,42429,2,Petrol,181000,501499,21100,480399
3747,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2015,69572,2,Diesel,181000,641199,21000,620199
3748,MARUTIRITZ,MARUTI,Hyderabad,2014,85291,2,Petrol,181000,366099,7300,358799
3749,MARUTISWIFT,MARUTI,Hyderabad,2017,45733,2,Petrol,169000,647999,16000,631999
3750,MARUTICELERIO,MARUTI,Hyderabad,2014,97462,1,Petrol,468000,359799,0,359799
3751,HONDACITY,HONDA,Hyderabad,2015,71472,2,Petrol,102000,660499,0,660499
3752,MARUTISWIFT,MARUTI,Hyderabad,2019,94590,1,Petrol,715000,751999,0,751999
3753,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,64160,1,Petrol,507000,450499,32700,417799
3754,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2015,89506,2,Petrol,102000,459999,24100,435899
3755,HONDABRIO,HONDA,Hyderabad,2013,72124,1,Petrol,140000,394099,0,394099
3756,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2019,35938,1,Petrol,715000,764799,0,764799
3757,TATATIAGO,TATA,Hyderabad,2021,42713,2,Petrol,715000,613299,0,613299
3758,HONDAWR-V,HONDA,Hyderabad,2017,63136,2,Petrol,507000,728599,0,728599
3759,HONDAJAZZ,HONDA,Hyderabad,2018,28010,1,Petrol,169000,734299,0,734299
3760,HONDABRIO,HONDA,Hyderabad,2013,56387,1,Petrol,181000,401299,14150,387149
3761,HONDAJAZZ,HONDA,Hyderabad,2018,61361,1,Petrol,507000,664699,0,664699
3762,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,83089,2,Petrol,102000,458299,34900,423399
3763,HYUNDAIEON,HYUNDAI,Hyderabad,2018,86736,1,Petrol,507000,366599,0,366599
3764,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,19879,1,Petrol,370000,652999,0,652999
3765,KIASELTOS,KIA,Hyderabad,2019,40029,1,Diesel,715000,1375499,35900,1339599
3766,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2016,35104,2,Petrol,181000,422099,21300,400799
3767,TATATIAGO,TATA,Hyderabad,2019,21945,1,Petrol,367000,635299,0,635299
3768,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,44530,1,Petrol,507000,532799,40800,491999
3769,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,77595,1,Petrol,507000,440299,7200,433099
3770,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,58867,1,Petrol,715000,760899,5900,754999
3771,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,35597,1,Petrol,507000,807999,8800,799199
3772,MARUTIEECO,MARUTI,Hyderabad,2021,20549,1,Petrol,507000,511299,5000,506299
3773,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2015,49217,1,Petrol,181000,485099,23100,461999
3774,HONDAJAZZ,HONDA,Hyderabad,2019,45395,1,Petrol,507000,795499,0,795499
3775,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,72934,1,Petrol,102000,406899,38500,368399
3776,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,46149,1,Petrol,181000,400499,5000,395499
3777,MARUTIALTO 800,MARUTI,Hyderabad,2017,76919,1,Petrol,507000,309099,0,309099
3778,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,46284,2,Petrol,181000,470399,21300,449099
3779,MARUTIALTO 800,MARUTI,Hyderabad,2019,20709,2,Petrol,169000,322399,10800,311599
3780,HONDACITY,HONDA,Hyderabad,2019,83657,1,Petrol,507000,918499,35500,882999
3781,HONDAAMAZE,HONDA,Hyderabad,2015,81544,2,Petrol,102000,468299,11000,457299
3782,HONDABRIO,HONDA,Hyderabad,2015,97316,1,Petrol,102000,390199,5000,385199
3783,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2021,32452,1,Petrol,715000,1058699,31000,1027699
3784,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,17723,1,Petrol,367000,537199,7300,529899
3785,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2020,5956,1,Petrol,474000,931599,0,931599
3786,KIASELTOS,KIA,Hyderabad,2020,61867,1,Diesel,715000,1447299,5000,1442299
3787,MARUTIALTO K10,MARUTI,Hyderabad,2017,52083,1,Petrol,3405,362299,29800,332499
3788,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,42825,2,Petrol,507000,534099,37900,496199
3789,MARUTIS PRESSO,MARUTI,Hyderabad,2020,4608,1,Petrol,367000,524999,26500,498499
3790,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,19126,1,Petrol,367000,550119,27020,523099
3791,HYUNDAIEON,HYUNDAI,Hyderabad,2018,58146,2,Petrol,507000,358999,0,358999
3792,HONDAJAZZ,HONDA,Hyderabad,2015,84253,1,Petrol,102000,588799,24700,564099
3793,HYUNDAIVERNA,HYUNDAI,Hyderabad,2021,14399,1,Diesel,715000,1538399,60400,1477999
3794,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2022,9096,1,Petrol,474000,1079099,0,1079099
3795,MARUTIALTO 800,MARUTI,Hyderabad,2017,63050,2,Petrol,315000,303399,0,303399
3796,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2021,26848,1,Petrol,715000,1065899,0,1065899
3797,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,28809,2,Petrol,169000,538799,25800,512999
3798,HYUNDAICRETA,HYUNDAI,Hyderabad,2016,96615,1,Diesel,715000,997399,28000,969399
3799,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,12453,3,Petrol,169000,470799,19700,451099
3800,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2021,20648,1,Petrol,507000,697399,44800,652599
3801,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,50334,2,Petrol,507000,538799,31600,507199
3802,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2017,81492,2,Petrol,102000,418199,13300,404899
3803,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,68090,1,Petrol,315000,646999,0,646999
3804,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2018,51520,1,Diesel,507000,983399,0,983399
3805,MAHINDRAKUV100,MAHINDRA,Hyderabad,2017,45609,2,Petrol,169000,422299,0,422299
3806,MARUTIEECO,MARUTI,Hyderabad,2019,28408,2,Petrol,367000,486599,0,486599
3807,KIASELTOS,KIA,Hyderabad,2019,69553,1,Diesel,715000,1693299,36900,1656399
3808,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2016,65617,1,Petrol,102000,543599,22800,520799
3809,HONDABRIO,HONDA,Hyderabad,2014,73873,1,Petrol,140000,386099,5000,381099
3810,MGHECTOR,MG,Hyderabad,2020,69314,1,Diesel,715000,1762899,182600,1580299
3811,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,72900,1,Petrol,507000,532099,55800,476299
3812,VOLKSWAGENPOLO,VOLKSWAGEN,Hyderabad,2020,23433,1,Petrol,715000,932199,99800,832399
3813,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,35634,1,Petrol,169000,666199,0,666199
3814,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,72123,1,Petrol,507000,532499,23500,508999
3815,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,13741,1,Petrol,370000,690799,0,690799
3816,HYUNDAIXCENT,HYUNDAI,Hyderabad,2017,60864,2,Petrol,507000,537099,0,537099
3817,HYUNDAICRETA,HYUNDAI,Hyderabad,2019,43870,2,Diesel,715000,1331399,95700,1235699
3818,HYUNDAICRETA,HYUNDAI,Hyderabad,2020,58113,1,Diesel,715000,1418599,80100,1338499
3819,HONDAJAZZ,HONDA,Hyderabad,2015,82373,3,Petrol,102000,585549,74050,511499
3820,HONDAJAZZ,HONDA,Hyderabad,2016,42524,2,Petrol,181000,677899,15900,661999
3821,MARUTIVITARA BREZZA,MARUTI,Hyderabad,2021,3450,1,Petrol,474000,1272799,0,1272799
3822,MAHINDRASCORPIO,MAHINDRA,Hyderabad,2020,47827,1,Diesel,715000,1621999,41950,1580049
3823,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2018,96783,1,Petrol,507000,529099,32400,496699
3824,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2017,77211,1,Petrol,507000,544999,33600,511399
3825,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,19960,1,Petrol,367000,831799,11900,819899
3826,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,43918,1,Petrol,715000,780599,0,780599
3827,HYUNDAIVENUE,HYUNDAI,Hyderabad,2020,21044,1,Petrol,507000,1048999,57300,991699
3828,HYUNDAIVENUE,HYUNDAI,Hyderabad,2019,61035,2,Diesel,507000,1150399,39200,1111199
3829,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2020,48695,1,Petrol,715000,786899,0,786899
3830,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2018,18327,1,Petrol,169000,712999,8600,704399
3831,HYUNDAIXCENT,HYUNDAI,Hyderabad,2014,92016,3,Diesel,102000,414299,0,414299
3832,HYUNDAIVENUE,HYUNDAI,Hyderabad,2020,55241,1,Diesel,507000,1130999,71600,1059399
3833,MGHECTOR,MG,Hyderabad,2021,18388,1,Petrol,715000,1732399,154700,1577699
3834,DATSUNREDI GO,DATSUN,Hyderabad,2021,17827,1,Petrol,507000,533399,0,533399
3835,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2021,5678,2,Petrol,474000,652599,0,652599
3836,HYUNDAIELITE I20,HYUNDAI,Hyderabad,2017,65935,1,Petrol,315000,647299,0,647299
3837,HYUNDAINEW SANTRO,HYUNDAI,Hyderabad,2019,19215,1,Petrol,169000,484099,0,484099
3838,JEEPCOMPASS,JEEP,Hyderabad,2019,77081,1,Diesel,715000,1501899,136600,1365299
3839,HYUNDAIGRAND I10,HYUNDAI,Hyderabad,2014,70870,1,Diesel,181000,418299,5000,413299
3840,HYUNDAIXCENT,HYUNDAI,Hyderabad,2017,57473,1,Petrol,507000,538649,5000,533649
3841,VOLKSWAGENVENTO,VOLKSWAGEN,Hyderabad,2020,21907,2,Petrol,507000,1030699,44200,986499
3842,HONDACITY,HONDA,Hyderabad,2015,72001,2,Petrol,102000,687099,15000,672099
3843,HONDAAMAZE,HONDA,Hyderabad,2018,50754,1,Petrol,507000,534199,5000,529199
3844,TOYOTAETIOS LIVA,TOYOTA,Hyderabad,2015,94030,1,Diesel,102000,590899,16200,574699
3845,MARUTICIAZ,MARUTI,Hyderabad,2022,4692,1,Petrol,367000,1237399,46100,1191299
3846,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2018,82998,1,Petrol,507000,463999,26700,437299
3847,HYUNDAINEW I20,HYUNDAI,Hyderabad,2021,5075,1,Petrol,474000,1165799,0,1165799
3848,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,20120,3,Petrol,140000,403599,19700,383899
3849,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2014,59365,2,Petrol,181000,367999,8400,359599
3850,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2015,40687,1,Petrol,140000,402899,15000,387899
3851,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2019,33806,2,Petrol,169000,472999,22400,450599
3852,MARUTIDZIRE,MARUTI,Hyderabad,2022,5683,1,Petrol,474000,958399,0,958399
3853,MARUTIDZIRE,MARUTI,Hyderabad,2019,34962,1,Petrol,507000,711499,7300,704199
3854,TATATIAGO,TATA,Hyderabad,2019,25987,1,Petrol,367000,623899,17400,606499
3855,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2016,50663,2,Petrol,181000,417199,21100,396099
3856,MARUTIWAGON R 1.0,MARUTI,Hyderabad,2015,50635,1,Petrol,181000,352899,0,352899
